payment_id,customer_id,staff_id,rental_id,amount,payment_date
16528,523,2,664,0.99,2007-01-28 19:59:34.996577
16529,524,2,118,0.99,2007-01-25 17:59:44.996577
16530,524,1,982,4.99,2007-01-30 20:43:50.996577
16531,525,1,437,5.99,2007-01-27 16:15:48.996577
16532,526,1,495,4.99,2007-01-27 23:09:14.996577
16533,526,2,679,4.99,2007-01-28 21:53:23.996577
16534,526,2,1015,2.99,2007-01-31 01:13:23.996577
16535,528,1,204,0.99,2007-01-26 05:59:03.996577
16536,528,2,472,0.99,2007-01-27 20:04:41.996577
16537,528,1,533,5.99,2007-01-28 04:43:12.996577
16538,528,2,695,3.99,2007-01-29 00:19:19.996577
16539,528,2,793,5.99,2007-01-29 15:12:34.996577
16540,529,1,453,2.99,2007-01-27 17:59:42.996577
16541,530,1,851,0.99,2007-01-30 00:03:41.996577
16542,531,1,233,4.99,2007-01-26 10:12:10.996577
16543,531,1,681,2.99,2007-01-28 22:08:10.996577
16544,532,1,43,2.99,2007-01-25 04:07:51.996577
16545,533,1,173,0.99,2007-01-26 02:10:36.996577
16546,533,2,190,1.99,2007-01-26 04:39:54.996577
16547,533,1,615,5.99,2007-01-28 14:04:18.996577
16548,534,2,304,5.99,2007-01-26 19:49:54.996577
16549,534,2,940,0.99,2007-01-30 13:29:28.996577
16550,535,1,37,0.99,2007-01-25 03:12:57.996577
16551,535,2,541,2.99,2007-01-28 05:10:24.996577
16552,535,1,778,3.99,2007-01-29 12:38:19.996577
16553,535,2,959,4.99,2007-01-30 16:35:26.996577
16554,536,1,237,0.99,2007-01-26 10:43:39.996577
16555,536,1,929,6.99,2007-01-30 11:01:05.996577
16556,537,2,603,4.99,2007-01-28 12:56:17.996577
16557,538,2,594,2.99,2007-01-28 12:10:22.996577
16558,538,2,734,4.99,2007-01-29 06:07:18.996577
16559,539,2,250,4.99,2007-01-26 12:58:50.996577
16560,539,1,342,0.99,2007-01-27 02:39:30.996577
16561,541,1,1021,7.99,2007-01-31 01:44:41.996577
16562,541,1,1066,4.99,2007-01-31 07:35:59.996577
16563,542,1,220,4.99,2007-01-26 08:35:15.996577
16564,542,2,376,4.99,2007-01-27 07:26:41.996577
16565,543,1,243,6.99,2007-01-26 11:34:31.996577
16566,543,2,476,1.99,2007-01-27 21:00:02.996577
16567,544,1,397,2.99,2007-01-27 10:57:28.996577
16568,544,1,864,2.99,2007-01-30 01:55:43.996577
16569,545,2,248,0.99,2007-01-26 12:36:24.996577
16570,545,2,715,3.99,2007-01-29 02:51:07.996577
16571,546,1,197,5.99,2007-01-26 05:27:47.996577
16572,546,1,482,6.99,2007-01-27 21:21:28.996577
16573,547,1,306,0.99,2007-01-26 20:00:23.996577
16574,547,2,443,8.99,2007-01-27 17:03:46.996577
16575,547,2,1094,1.99,2007-01-31 11:32:15.996577
16576,548,2,177,6.99,2007-01-26 02:42:55.996577
16577,548,1,743,4.99,2007-01-29 07:07:28.996577
16578,548,2,872,3.99,2007-01-30 03:31:30.996577
16579,549,1,6,0.99,2007-01-24 21:36:33.996577
16580,549,2,852,4.99,2007-01-30 00:05:23.996577
16581,549,1,906,3.99,2007-01-30 08:59:04.996577
16582,549,2,1086,4.99,2007-01-31 09:46:03.996577
16583,550,2,922,7.99,2007-01-30 10:24:21.996577
16584,551,2,155,7.99,2007-01-25 23:43:31.996577
16585,551,1,728,2.99,2007-01-29 04:41:04.996577
16586,551,1,795,0.99,2007-01-29 15:26:05.996577
16587,551,2,969,4.99,2007-01-30 17:52:14.996577
16588,551,2,1005,3.99,2007-01-30 23:21:51.996577
16589,552,2,174,0.99,2007-01-26 02:12:36.996577
16590,553,2,789,4.99,2007-01-29 14:45:33.996577
16591,554,1,607,2.99,2007-01-28 13:31:07.996577
16592,554,1,817,2.99,2007-01-29 19:07:40.996577
16593,556,1,184,0.99,2007-01-26 03:58:15.996577
16594,556,2,772,5.99,2007-01-29 11:36:32.996577
16595,556,1,1083,3.99,2007-01-31 09:33:14.996577
16596,557,2,467,4.99,2007-01-27 19:38:29.996577
16597,557,1,478,4.99,2007-01-27 21:06:46.996577
16598,560,1,137,2.99,2007-01-25 20:53:44.996577
16599,561,1,902,4.99,2007-01-30 08:22:02.996577
16600,561,2,971,4.99,2007-01-30 18:39:18.996577
16601,562,2,788,2.99,2007-01-29 14:42:21.996577
16602,562,1,941,2.99,2007-01-30 13:30:51.996577
16603,562,1,1139,5.99,2007-01-31 18:03:18.996577
16604,563,1,758,4.99,2007-01-29 09:00:22.996577
16605,563,2,773,5.99,2007-01-29 11:46:31.996577
16606,564,2,195,5.99,2007-01-26 05:21:02.996577
16607,564,1,985,2.99,2007-01-30 20:47:01.996577
16608,565,1,458,6.99,2007-01-27 18:27:02.996577
16609,565,1,1004,0.99,2007-01-30 23:17:02.996577
16610,566,2,234,5.99,2007-01-26 10:15:46.996577
16611,566,2,768,4.99,2007-01-29 10:59:12.996577
16612,569,2,53,4.99,2007-01-25 05:47:42.996577
16613,569,1,487,4.99,2007-01-27 22:28:56.996577
16614,569,1,624,4.99,2007-01-28 14:41:48.996577
16615,569,1,647,1.99,2007-01-28 17:51:18.996577
16616,569,2,1037,3.99,2007-01-31 03:50:51.996577
16617,570,2,1060,7.99,2007-01-31 06:50:09.996577
16618,571,1,228,9.99,2007-01-26 09:22:54.996577
16619,571,2,689,3.99,2007-01-28 23:15:19.996577
16620,572,2,559,7.99,2007-01-28 07:07:28.996577
16621,573,2,827,2.99,2007-01-29 20:27:09.996577
16622,574,2,433,0.99,2007-01-27 15:09:06.996577
16623,575,1,17,2.99,2007-01-24 23:35:02.996577
16624,575,1,395,0.99,2007-01-27 10:14:15.996577
16625,575,2,454,4.99,2007-01-27 18:00:02.996577
16626,575,2,769,2.99,2007-01-29 11:20:10.996577
16627,575,1,774,4.99,2007-01-29 11:48:09.996577
16628,576,2,755,2.99,2007-01-29 08:54:55.996577
16629,576,1,968,0.99,2007-01-30 17:48:29.996577
16630,577,2,291,5.99,2007-01-26 18:49:13.996577
16631,578,2,660,0.99,2007-01-28 19:21:57.996577
16632,580,1,611,0.99,2007-01-28 13:46:44.996577
16633,581,1,976,4.99,2007-01-30 19:39:45.996577
16634,581,1,1151,4.99,2007-01-31 19:57:26.996577
16635,582,1,281,0.99,2007-01-26 17:18:01.996577
16636,584,2,379,4.99,2007-01-27 07:53:58.996577
16637,584,1,626,4.99,2007-01-28 15:26:35.996577
16638,584,1,920,4.99,2007-01-30 10:12:27.996577
16639,586,1,138,4.99,2007-01-25 21:16:48.996577
16640,586,1,900,8.99,2007-01-30 08:07:07.996577
16641,587,1,181,4.99,2007-01-26 03:15:32.996577
16642,587,1,361,0.99,2007-01-27 05:31:54.996577
16643,588,1,576,2.99,2007-01-28 09:24:36.996577
16644,588,1,961,4.99,2007-01-30 16:45:10.996577
16645,589,1,531,0.99,2007-01-28 03:52:04.996577
16646,589,1,596,4.99,2007-01-28 12:28:29.996577
16647,589,1,737,4.99,2007-01-29 06:39:57.996577
16648,590,1,602,3.99,2007-01-28 12:44:20.996577
16649,593,1,790,2.99,2007-01-29 14:47:55.996577
16650,593,1,991,8.99,2007-01-30 21:57:48.996577
16651,594,1,313,4.99,2007-01-26 21:24:45.996577
16652,594,1,360,8.99,2007-01-27 05:19:40.996577
16653,594,2,1018,0.99,2007-01-31 01:22:08.996577
16654,594,1,1045,6.99,2007-01-31 04:57:27.996577
16655,595,1,613,6.99,2007-01-28 13:55:48.996577
16656,596,2,303,4.99,2007-01-26 19:45:18.996577
16657,596,2,625,0.99,2007-01-28 15:04:12.996577
16658,596,2,667,4.99,2007-01-28 20:17:28.996577
16659,596,2,782,1.99,2007-01-29 13:07:23.996577
16660,596,1,914,2.99,2007-01-30 09:34:26.996577
16661,596,1,974,6.99,2007-01-30 18:57:08.996577
16662,597,2,34,2.99,2007-01-25 02:47:54.996577
16663,597,2,514,8.99,2007-01-28 01:37:54.996577
16664,599,2,1008,4.99,2007-01-30 23:47:22.996577
16665,203,1,314,0.99,2007-01-26 21:38:07.996577
16666,204,2,251,0.99,2007-01-26 13:04:06.996577
16667,204,2,399,4.99,2007-01-27 11:17:04.996577
16668,204,2,857,4.99,2007-01-30 00:29:49.996577
16669,204,1,1016,1.99,2007-01-31 01:18:09.996577
16670,207,1,39,0.99,2007-01-25 03:20:12.996577
16671,207,1,44,0.99,2007-01-25 04:21:49.996577
16672,207,1,659,0.99,2007-01-28 18:56:19.996577
16673,207,2,826,6.99,2007-01-29 20:24:41.996577
16674,207,2,896,3.99,2007-01-30 07:32:18.996577
16675,207,2,1144,3.99,2007-01-31 18:32:36.996577
16676,208,1,100,4.99,2007-01-25 15:18:54.996577
16677,1,1,76,2.99,2007-01-25 09:59:03.996577
16678,1,1,573,0.99,2007-01-28 09:03:49.996577
16679,2,1,320,4.99,2007-01-26 22:37:50.996577
16680,3,1,435,1.99,2007-01-27 15:45:35.996577
16681,3,1,830,2.99,2007-01-29 21:12:21.996577
16682,5,1,731,0.99,2007-01-29 05:53:42.996577
16683,5,1,1085,6.99,2007-01-31 09:44:09.996577
16684,5,1,1142,1.99,2007-01-31 18:15:04.996577
16685,6,2,57,4.99,2007-01-25 07:11:58.996577
16686,6,1,577,2.99,2007-01-28 09:37:40.996577
16687,6,2,916,0.99,2007-01-30 09:53:27.996577
16688,7,2,46,5.99,2007-01-25 04:32:34.996577
16689,7,2,117,0.99,2007-01-25 17:59:12.996577
16690,7,2,748,2.99,2007-01-29 07:55:26.996577
16691,7,1,975,4.99,2007-01-30 19:35:41.996577
16692,7,1,1063,5.99,2007-01-31 07:12:55.996577
16693,8,2,866,6.99,2007-01-30 02:12:20.996577
16694,9,2,350,4.99,2007-01-27 03:29:54.996577
16695,9,2,877,0.99,2007-01-30 04:17:25.996577
16696,9,2,1075,4.99,2007-01-31 08:42:00.996577
16697,10,2,1140,4.99,2007-01-31 18:04:56.996577
16698,11,1,987,6.99,2007-01-30 21:27:38.996577
16699,12,1,988,4.99,2007-01-30 21:36:29.996577
16700,12,1,1084,4.99,2007-01-31 09:38:43.996577
16701,14,1,151,0.99,2007-01-25 23:05:54.996577
16702,14,1,346,9.99,2007-01-27 03:03:07.996577
16703,14,1,525,5.99,2007-01-28 02:53:59.996577
16704,14,1,671,2.99,2007-01-28 20:32:56.996577
16705,14,2,815,0.99,2007-01-29 18:52:54.996577
16706,16,1,335,3.99,2007-01-27 01:35:36.996577
16707,16,1,593,2.99,2007-01-28 12:01:49.996577
16708,16,2,887,0.99,2007-01-30 05:38:26.996577
16709,16,1,1017,2.99,2007-01-31 01:22:02.996577
16710,17,2,287,2.99,2007-01-26 18:13:20.996577
16711,17,1,580,2.99,2007-01-28 09:48:19.996577
16712,17,2,884,4.99,2007-01-30 05:09:58.996577
16713,18,1,50,2.99,2007-01-25 05:13:19.996577
16714,18,1,116,4.99,2007-01-25 17:56:17.996577
16715,18,1,692,4.99,2007-01-29 00:00:36.996577
16716,19,2,18,0.99,2007-01-24 23:39:13.996577
16717,19,2,110,9.99,2007-01-25 17:12:15.996577
16718,19,1,179,6.99,2007-01-26 02:54:32.996577
16719,19,1,337,2.99,2007-01-27 01:50:56.996577
16720,19,2,591,2.99,2007-01-28 11:39:30.996577
16721,19,2,696,2.99,2007-01-29 00:27:36.996577
16722,20,2,202,2.99,2007-01-26 05:56:02.996577
16723,20,2,497,6.99,2007-01-27 23:23:05.996577
16724,20,2,546,1.99,2007-01-28 05:44:51.996577
16725,21,1,260,3.99,2007-01-26 14:10:46.996577
16726,21,2,463,3.99,2007-01-27 18:40:13.996577
16727,21,1,570,0.99,2007-01-28 08:43:30.996577
16728,22,1,370,4.99,2007-01-27 06:18:09.996577
16729,22,1,556,4.99,2007-01-28 07:00:02.996577
16730,22,2,820,8.99,2007-01-29 19:35:48.996577
16731,23,1,129,8.99,2007-01-25 19:48:29.996577
16732,23,1,654,2.99,2007-01-28 18:43:56.996577
16733,23,2,1090,0.99,2007-01-31 10:32:10.996577
16734,24,2,1007,6.99,2007-01-30 23:30:54.996577
16735,24,2,1077,2.99,2007-01-31 08:51:20.996577
16736,25,1,90,7.99,2007-01-25 12:59:51.996577
16737,25,2,1033,2.99,2007-01-31 03:18:33.996577
16738,26,1,796,2.99,2007-01-29 15:28:10.996577
16739,26,2,1105,2.99,2007-01-31 13:02:22.996577
16740,27,2,787,2.99,2007-01-29 14:31:29.996577
16741,28,2,388,2.99,2007-01-27 09:05:53.996577
16742,28,1,868,2.99,2007-01-30 02:48:21.996577
16743,29,2,194,1.99,2007-01-26 05:20:59.996577
16744,32,2,483,4.99,2007-01-27 21:28:51.996577
16745,32,2,803,4.99,2007-01-29 16:20:56.996577
16746,32,2,1067,4.99,2007-01-31 07:40:39.996577
16747,33,1,165,2.99,2007-01-26 00:57:02.996577
16748,35,2,47,3.99,2007-01-25 04:33:46.996577
16749,35,1,424,6.99,2007-01-27 14:02:27.996577
16750,36,1,349,0.99,2007-01-27 03:21:37.996577
16751,36,1,716,0.99,2007-01-29 03:03:55.996577
16752,37,1,25,0.99,2007-01-25 01:49:46.996577
16753,37,1,923,2.99,2007-01-30 10:27:16.996577
16754,40,1,128,4.99,2007-01-25 19:48:19.996577
16755,42,1,635,5.99,2007-01-28 16:15:23.996577
16756,43,2,123,4.99,2007-01-25 18:55:08.996577
16757,43,1,652,4.99,2007-01-28 18:37:13.996577
16758,44,1,29,0.99,2007-01-25 02:15:38.996577
16759,44,1,99,4.99,2007-01-25 15:18:46.996577
16760,44,1,407,2.99,2007-01-27 12:26:04.996577
16761,44,2,721,0.99,2007-01-29 03:57:13.996577
16762,44,1,904,2.99,2007-01-30 08:48:08.996577
16763,45,2,277,2.99,2007-01-26 16:00:37.996577
16764,46,2,401,2.99,2007-01-27 11:26:21.996577
16765,46,2,432,4.99,2007-01-27 15:08:55.996577
16766,46,1,938,2.99,2007-01-30 13:15:57.996577
16767,47,2,175,3.99,2007-01-26 02:14:52.996577
16768,47,2,207,4.99,2007-01-26 06:33:04.996577
16769,47,1,300,6.99,2007-01-26 19:25:26.996577
16770,48,2,72,0.99,2007-01-25 09:20:39.996577
16771,48,1,297,2.99,2007-01-26 19:17:14.996577
16772,48,1,390,4.99,2007-01-27 09:30:52.996577
16773,49,2,96,1.99,2007-01-25 15:00:45.996577
16774,49,1,239,3.99,2007-01-26 10:58:52.996577
16775,49,2,846,2.99,2007-01-29 23:46:11.996577
16776,49,2,1010,4.99,2007-01-31 00:25:58.996577
16777,50,1,763,4.99,2007-01-29 10:00:41.996577
16778,50,1,794,4.99,2007-01-29 15:12:37.996577
16779,50,1,905,4.99,2007-01-30 08:53:26.996577
16780,50,1,1029,4.99,2007-01-31 02:20:28.996577
16781,50,2,1136,4.99,2007-01-31 17:48:02.996577
16782,51,2,119,4.99,2007-01-25 18:05:28.996577
16783,51,1,661,4.99,2007-01-28 19:29:51.996577
16784,51,2,1028,4.99,2007-01-31 02:16:31.996577
16785,52,1,874,0.99,2007-01-30 04:04:47.996577
16786,53,1,88,3.99,2007-01-25 12:42:20.996577
16787,53,1,378,2.99,2007-01-27 07:51:48.996577
16788,53,1,751,0.99,2007-01-29 08:24:09.996577
16789,53,2,783,5.99,2007-01-29 13:09:44.996577
16790,53,2,856,9.99,2007-01-30 00:29:47.996577
16791,53,1,1107,2.99,2007-01-31 13:32:31.996577
16792,54,2,198,4.99,2007-01-26 05:32:15.996577
16793,54,2,441,4.99,2007-01-27 16:39:31.996577
16794,54,2,545,3.99,2007-01-28 05:38:46.996577
16795,55,1,555,4.99,2007-01-28 06:59:40.996577
16796,55,1,1027,9.99,2007-01-31 02:14:45.996577
16797,55,1,1048,0.99,2007-01-31 05:18:19.996577
16798,56,1,130,3.99,2007-01-25 19:50:22.996577
16799,56,1,341,5.99,2007-01-27 02:30:08.996577
16800,56,1,496,2.99,2007-01-27 23:12:07.996577
16801,56,1,569,6.99,2007-01-28 08:41:07.996577
16802,57,2,152,9.99,2007-01-25 23:09:36.996577
16803,57,2,943,4.99,2007-01-30 13:48:45.996577
16804,58,1,230,0.99,2007-01-26 10:00:16.996577
16805,58,2,276,7.99,2007-01-26 15:44:33.996577
16806,58,2,761,0.99,2007-01-29 09:37:27.996577
16807,59,2,212,4.99,2007-01-26 07:03:07.996577
16808,59,2,951,2.99,2007-01-30 14:39:01.996577
16809,59,1,1154,5.99,2007-01-31 20:10:35.996577
16810,60,1,318,4.99,2007-01-26 22:06:05.996577
16811,60,2,706,1.99,2007-01-29 01:34:15.996577
16812,60,2,934,2.99,2007-01-30 11:53:12.996577
16813,61,1,1157,0.99,2007-01-31 21:16:11.996577
16814,62,2,885,0.99,2007-01-30 05:22:54.996577
16815,62,1,947,4.99,2007-01-30 14:05:23.996577
16816,64,1,494,4.99,2007-01-27 23:07:57.996577
16817,64,1,587,0.99,2007-01-28 10:33:59.996577
16818,64,1,1001,2.99,2007-01-30 23:14:57.996577
16819,65,1,295,4.99,2007-01-26 19:01:46.996577
16820,65,2,657,0.99,2007-01-28 18:51:35.996577
16821,66,2,933,4.99,2007-01-30 11:37:11.996577
16822,67,2,331,9.99,2007-01-27 00:50:52.996577
16823,67,1,767,2.99,2007-01-29 10:48:45.996577
16824,69,2,584,4.99,2007-01-28 10:17:26.996577
16825,69,2,765,1.99,2007-01-29 10:07:00.996577
16826,70,2,1044,4.99,2007-01-31 04:53:10.996577
16827,71,1,199,2.99,2007-01-26 05:40:24.996577
16828,71,1,272,9.99,2007-01-26 14:55:37.996577
16829,72,2,785,4.99,2007-01-29 13:37:07.996577
16830,72,2,845,4.99,2007-01-29 23:45:51.996577
16831,72,2,1047,0.99,2007-01-31 05:14:23.996577
16832,73,1,70,2.99,2007-01-25 08:43:49.996577
16833,73,2,1133,4.99,2007-01-31 17:40:47.996577
16834,74,2,1121,6.99,2007-01-31 15:06:02.996577
16835,75,1,180,4.99,2007-01-26 03:14:49.996577
16836,75,2,268,0.99,2007-01-26 14:47:34.996577
16837,76,2,574,1.99,2007-01-28 09:12:54.996577
16838,76,1,926,0.99,2007-01-30 10:44:20.996577
16839,77,2,319,2.99,2007-01-26 22:20:39.996577
16840,77,1,419,1.99,2007-01-27 13:43:37.996577
16841,77,2,561,2.99,2007-01-28 07:22:32.996577
16842,77,1,586,0.99,2007-01-28 10:31:26.996577
16843,77,1,760,5.99,2007-01-29 09:35:51.996577
16844,79,1,840,4.99,2007-01-29 22:57:07.996577
16845,79,1,859,2.99,2007-01-30 01:04:46.996577
16846,79,1,928,2.99,2007-01-30 10:55:40.996577
16847,81,1,289,0.99,2007-01-26 18:29:35.996577
16848,82,2,145,2.99,2007-01-25 22:27:29.996577
16849,82,2,288,8.99,2007-01-26 18:16:15.996577
16850,83,2,222,0.99,2007-01-26 08:43:04.996577
16851,83,2,950,0.99,2007-01-30 14:34:34.996577
16852,83,2,989,2.99,2007-01-30 21:40:17.996577
16853,84,2,408,0.99,2007-01-27 12:26:05.996577
16854,84,1,739,6.99,2007-01-29 06:56:44.996577
16855,84,1,834,4.99,2007-01-29 21:52:56.996577
16856,85,1,690,9.99,2007-01-28 23:23:19.996577
16857,85,2,908,4.99,2007-01-30 09:07:03.996577
16858,86,1,66,1.99,2007-01-25 08:03:38.996577
16859,87,2,451,4.99,2007-01-27 17:56:20.996577
16860,87,1,674,2.99,2007-01-28 20:40:01.996577
16861,88,2,36,2.99,2007-01-25 03:04:52.996577
16862,89,2,141,2.99,2007-01-25 22:03:19.996577
16863,89,2,588,0.99,2007-01-28 10:37:03.996577
16864,89,1,740,5.99,2007-01-29 06:59:02.996577
16865,91,2,216,5.99,2007-01-26 07:46:09.996577
16866,92,1,271,5.99,2007-01-26 14:50:27.996577
16867,92,1,456,4.99,2007-01-27 18:18:32.996577
16868,93,2,113,2.99,2007-01-25 17:36:06.996577
16869,93,2,420,6.99,2007-01-27 13:48:04.996577
16870,93,1,1025,4.99,2007-01-31 02:10:03.996577
16871,94,1,127,2.99,2007-01-25 19:39:06.996577
16872,94,2,629,4.99,2007-01-28 15:47:41.996577
16873,95,1,490,4.99,2007-01-27 22:38:22.996577
16874,98,2,214,3.99,2007-01-26 07:17:15.996577
16875,99,2,867,0.99,2007-01-30 02:23:09.996577
16876,100,1,71,0.99,2007-01-25 08:55:05.996577
16877,101,1,468,9.99,2007-01-27 19:41:36.996577
16878,102,1,247,4.99,2007-01-26 12:29:31.996577
16879,102,1,358,0.99,2007-01-27 05:12:25.996577
16880,102,2,562,1.99,2007-01-28 07:29:47.996577
16881,103,1,240,7.99,2007-01-26 11:08:49.996577
16882,103,1,658,9.99,2007-01-28 18:51:49.996577
16883,104,1,163,10.99,2007-01-26 00:54:49.996577
16884,104,2,808,3.99,2007-01-29 17:36:46.996577
16885,105,1,327,8.99,2007-01-26 23:47:23.996577
16886,105,2,473,7.99,2007-01-27 20:05:00.996577
16887,105,1,485,2.99,2007-01-27 22:09:18.996577
16888,105,1,779,6.99,2007-01-29 12:45:43.996577
16889,106,2,552,3.99,2007-01-28 06:22:04.996577
16890,106,2,1156,0.99,2007-01-31 21:06:00.996577
16891,107,1,170,5.99,2007-01-26 01:39:38.996577
16892,107,1,1026,5.99,2007-01-31 02:13:52.996577
16893,108,1,105,4.99,2007-01-25 16:22:38.996577
16894,108,2,1055,0.99,2007-01-31 06:15:44.996577
16895,109,1,203,5.99,2007-01-26 05:56:23.996577
16896,109,1,386,0.99,2007-01-27 08:54:57.996577
16897,109,2,622,3.99,2007-01-28 14:26:48.996577
16898,109,1,698,0.99,2007-01-29 00:39:18.996577
16899,109,1,1061,7.99,2007-01-31 06:56:24.996577
16900,109,1,1106,4.99,2007-01-31 13:05:18.996577
16901,109,1,1115,2.99,2007-01-31 14:35:35.996577
16902,110,1,515,7.99,2007-01-28 01:38:36.996577
16903,110,2,538,1.99,2007-01-28 04:49:31.996577
16904,111,2,505,2.99,2007-01-28 00:35:03.996577
16905,112,1,396,0.99,2007-01-27 10:15:30.996577
16906,112,2,701,2.99,2007-01-29 00:54:53.996577
16907,113,1,510,0.99,2007-01-28 01:20:40.996577
16908,113,2,776,0.99,2007-01-29 12:04:01.996577
16909,114,1,205,4.99,2007-01-26 06:28:03.996577
16910,114,1,255,4.99,2007-01-26 13:20:41.996577
16911,114,2,889,2.99,2007-01-30 05:43:19.996577
16912,115,1,915,0.99,2007-01-30 09:48:53.996577
16913,115,1,983,0.99,2007-01-30 20:44:17.996577
16914,115,1,1102,2.99,2007-01-31 12:48:55.996577
16915,116,1,1058,4.99,2007-01-31 06:32:43.996577
16916,117,1,700,0.99,2007-01-29 00:47:20.996577
16917,117,2,1114,0.99,2007-01-31 14:28:59.996577
16918,118,2,351,5.99,2007-01-27 04:07:29.996577
16919,119,2,67,0.99,2007-01-25 08:09:27.996577
16920,119,1,235,5.99,2007-01-26 10:19:35.996577
16921,119,2,540,6.99,2007-01-28 05:08:51.996577
16922,120,2,68,7.99,2007-01-25 08:15:57.996577
16923,120,2,532,0.99,2007-01-28 04:05:24.996577
16924,121,1,217,4.99,2007-01-26 07:52:52.996577
16925,122,2,853,0.99,2007-01-30 00:11:57.996577
16926,122,2,1135,4.99,2007-01-31 17:43:37.996577
16927,123,1,992,2.99,2007-01-30 22:16:22.996577
16928,124,1,775,0.99,2007-01-29 11:51:52.996577
16929,124,2,1039,4.99,2007-01-31 04:00:55.996577
16930,124,2,1057,3.99,2007-01-31 06:26:32.996577
16931,124,2,1130,5.99,2007-01-31 16:42:23.996577
16932,125,2,185,3.99,2007-01-26 03:58:29.996577
16933,126,1,9,4.99,2007-01-24 22:29:06.996577
16934,126,1,752,4.99,2007-01-29 08:42:41.996577
16935,126,2,1054,4.99,2007-01-31 06:01:51.996577
16936,127,1,452,0.99,2007-01-27 17:58:59.996577
16937,127,1,708,0.99,2007-01-29 01:52:13.996577
16938,128,2,888,5.99,2007-01-30 05:41:40.996577
16939,128,2,1131,2.99,2007-01-31 17:12:45.996577
16940,130,1,1,2.99,2007-01-24 21:21:56.996577
16941,130,1,746,2.99,2007-01-29 07:53:36.996577
16942,131,2,55,2.99,2007-01-25 06:54:39.996577
16943,131,1,83,4.99,2007-01-25 10:58:41.996577
16944,131,2,944,7.99,2007-01-30 13:54:50.996577
16945,133,1,275,6.99,2007-01-26 15:38:19.996577
16946,133,2,447,2.99,2007-01-27 17:25:28.996577
16947,134,1,366,3.99,2007-01-27 06:02:20.996577
16948,134,2,798,0.99,2007-01-29 15:52:09.996577
16949,134,1,814,6.99,2007-01-29 18:44:38.996577
16950,134,2,1124,4.99,2007-01-31 15:18:00.996577
16951,135,1,78,5.99,2007-01-25 10:03:44.996577
16952,135,2,753,3.99,2007-01-29 08:45:08.996577
16953,136,2,1150,2.99,2007-01-31 19:48:35.996577
16954,137,1,925,2.99,2007-01-30 10:42:18.996577
16955,138,1,523,2.99,2007-01-28 02:21:52.996577
16956,138,1,1020,0.99,2007-01-31 01:34:34.996577
16957,141,2,930,2.99,2007-01-30 11:13:23.996577
16958,142,2,11,8.99,2007-01-24 22:37:28.996577
16959,142,1,148,0.99,2007-01-25 22:53:49.996577
16960,142,1,575,9.99,2007-01-28 09:24:35.996577
16961,143,1,221,2.99,2007-01-26 08:42:35.996577
16962,143,1,312,2.99,2007-01-26 21:20:45.996577
16963,144,1,323,2.99,2007-01-26 23:17:53.996577
16964,144,2,345,2.99,2007-01-27 03:00:51.996577
16965,145,1,500,0.99,2007-01-27 23:33:51.996577
16966,146,2,762,7.99,2007-01-29 09:44:17.996577
16967,146,1,1073,4.99,2007-01-31 08:23:30.996577
16968,147,1,362,0.99,2007-01-27 05:38:51.996577
16969,147,1,509,0.99,2007-01-28 01:19:38.996577
16970,148,1,682,4.99,2007-01-28 22:21:44.996577
16971,149,1,764,4.99,2007-01-29 10:06:01.996577
16972,150,1,422,3.99,2007-01-27 14:00:21.996577
16973,150,1,609,2.99,2007-01-28 13:32:28.996577
16974,150,1,995,3.99,2007-01-30 22:34:28.996577
16975,151,2,164,4.99,2007-01-26 00:55:15.996577
16976,151,2,418,5.99,2007-01-27 13:41:43.996577
16977,152,2,359,4.99,2007-01-27 05:16:59.996577
16978,152,1,745,4.99,2007-01-29 07:51:23.996577
16979,154,1,469,5.99,2007-01-27 19:42:52.996577
16980,154,2,865,7.99,2007-01-30 02:08:10.996577
16981,154,2,978,5.99,2007-01-30 19:59:18.996577
16982,155,1,568,2.99,2007-01-28 08:26:02.996577
16983,156,2,899,6.99,2007-01-30 07:57:56.996577
16984,156,1,1052,4.99,2007-01-31 05:35:29.996577
16985,157,2,352,0.99,2007-01-27 04:16:45.996577
16986,157,1,642,4.99,2007-01-28 17:17:38.996577
16987,158,2,245,4.99,2007-01-26 12:15:25.996577
16988,158,1,293,5.99,2007-01-26 18:55:28.996577
16989,159,2,475,2.99,2007-01-27 20:44:52.996577
16990,159,2,549,1.99,2007-01-28 06:04:03.996577
16991,159,1,598,0.99,2007-01-28 12:33:16.996577
16992,159,1,832,3.99,2007-01-29 21:19:46.996577
16993,161,2,428,2.99,2007-01-27 14:39:24.996577
16994,161,2,477,3.99,2007-01-27 21:01:59.996577
16995,161,1,520,5.99,2007-01-28 01:56:03.996577
16996,161,2,539,0.99,2007-01-28 04:54:42.996577
16997,161,1,612,2.99,2007-01-28 13:53:20.996577
16998,161,1,1003,0.99,2007-01-30 23:16:46.996577
16999,162,1,285,1.99,2007-01-26 18:10:06.996577
17000,162,1,501,4.99,2007-01-27 23:38:02.996577
17001,162,1,688,4.99,2007-01-28 23:13:50.996577
17002,164,2,1011,1.99,2007-01-31 00:34:05.996577
17003,165,2,338,4.99,2007-01-27 02:11:18.996577
17004,166,1,662,1.99,2007-01-28 19:37:57.996577
17005,167,1,280,2.99,2007-01-26 17:05:24.996577
17006,167,1,365,2.99,2007-01-27 05:59:46.996577
