film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
247,DOWNHILL ENOUGH,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert,2006,1,,3,0.99,47,19.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'chef':9 'desert':22 'downhil':1 'emot':4 'enough':2 'forens':12 'monkey':18 'must':15 'pastri':8 'psychologist':13 'sahara':21 'succumb':16 'tale':5
248,DOZEN LION,A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies,2006,1,,6,4.99,177,20.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'canadian':19 'cat':8 'defeat':14 'dozen':1 'drama':5 'frisbe':16 'girl':11 'lion':2 'must':13 'rocki':20 'taut':4
249,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,2006,1,,7,0.99,176,26.99,G,2007-09-10 17:46:03.905795,{Commentaries},'abandon':19 'cat':11 'crystal':2 'dracula':1 'feminist':8 'find':14 'frisbe':16 'fun':20 'hous':21 'must':13 'reflect':5 'thrill':4
250,DRAGON SQUAD,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,2006,1,,4,0.99,170,26.99,NC-17,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'ancient':18 'boy':8 'china':19 'dragon':1 'must':13 'outgun':14 'reflect':5 'squad':2 'taut':4 'teacher':16 'waitress':11
251,DRAGONFLY STRANGERS,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,2006,1,,6,4.99,133,19.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}","'bore':4 'documentari':5 'dragonfli':1 'man':11,16 'must':13 'nigeria':18 'pioneer':8 'stranger':2 'vanquish':14"
252,DREAM PICKUP,An Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,2006,1,,6,2.99,135,18.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'car':8 'compos':11 'display':5 'dream':1 'epic':4 'forens':16 'gulf':20 'mexico':22 'must':13 'overcom':14 'pickup':2 'psychologist':17
253,DRIFTER COMMANDMENTS,An Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,2006,1,,5,4.99,61,18.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'boat':20 'command':2 'discov':14 'drifter':1 'epic':4 'husband':16 'jet':19 'must':13 'reflect':5 'squirrel':11 'woman':8
254,DRIVER ANNIE,A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House,2006,1,,4,2.99,159,11.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'anni':2 'boat':17 'butler':9 'car':12 'charact':5 'driver':1 'fun':21 'hous':22 'lacklustur':4 'must':14 'redeem':15 'studi':6
255,DRIVING POLISH,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,2006,1,,6,4.99,175,21.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'abandon':22 'action':5 'action-pack':4 'boat':19 'drive':1 'feminist':10 'mine':23 'must':16 'pack':6 'polish':2 'shaft':24 'sink':17 'technic':13 'writer':14 'yarn':7
256,DROP WATERFRONT,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,2006,1,,6,4.99,178,20.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'ancient':18 'china':19 'documentari':5 'drop':1 'explor':11 'fanci':4 'husband':8 'madman':16 'must':13 'reach':14 'waterfront':2
257,DRUMLINE CYCLONE,A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies,2006,1,,3,0.99,110,14.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'canadian':21 'cyclon':2 'drumlin':1 'insight':4 'mad':17 'monkey':8 'must':14 'outrac':15 'panorama':5 'rocki':22 'scientist':18 'sumo':11 'wrestler':12
258,DRUMS DYNAMITE,An Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,2006,1,,6,0.99,96,11.99,PG,2007-09-10 17:46:03.905795,{Trailers},"'abandon':19 'amus':20 'confront':14 'crocodil':8,11 'display':5 'dog':16 'drum':1 'dynamit':2 'epic':4 'must':13 'park':21"
259,DUCK RACER,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,2006,1,,4,2.99,116,15.99,NC-17,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'dog':16 'duck':1 'lacklustur':4 'must':13 'overcom':14 'racer':2 'shark':19 'squirrel':11 'tank':20 'teacher':8 'yarn':5
260,DUDE BLINDNESS,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,2006,1,,3,4.99,132,9.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'abandon':19 'blind':2 'dude':1 'face':14 'frisbe':16 'fun':20 'hous':21 'husband':8 'lumberjack':11 'must':13 'reflect':5 'stun':4
261,DUFFEL APOCALYPSE,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,2006,1,,5,0.99,171,13.99,G,2007-09-10 17:46:03.905795,{Commentaries},'apocalyps':2 'boat':8 'challeng':14 'convent':20 'display':5 'duffel':1 'emot':4 'explor':11 'madman':16 'must':13 'mysql':19
262,DUMBO LUST,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,2006,1,,5,0.99,119,17.99,NC-17,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'conquer':14 'dentist':11 'display':5 'dumbo':1 'feminist':8 'gulf':19 'husband':16 'lust':2 'mexico':21 'must':13 'touch':4
263,DURHAM PANKY,A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft,2006,1,,6,4.99,154,14.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'abandon':20 'boy':11 'brilliant':4 'durham':1 'face':14 'girl':8 'mad':16 'mine':21 'must':13 'panki':2 'panorama':5 'scientist':17 'shaft':22
264,DWARFS ALTER,A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan,2006,1,,6,2.99,101,13.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'alter':2 'ancient':18 'challeng':14 'compos':16 'dog':11 'dwarf':1 'emot':4 'girl':8 'japan':19 'must':13 'yarn':5
265,DYING MAKER,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,2006,1,,5,4.99,168,28.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'boat':8 'california':18 'cat':16 'die':1 'intrepid':4 'kill':14 'maker':2 'monkey':11 'must':13 'tale':5
266,DYNAMITE TARZAN,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,2006,1,,4,0.99,141,27.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'boat':23 'documentari':5 'dynamit':1 'explor':18 'face':16 'forens':8 'intrepid':4 'mad':12 'must':15 'psychologist':9 'scientist':13 'tarzan':2 'u':22 'u-boat':21
267,EAGLES PANKY,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,2006,1,,4,4.99,140,14.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'boy':11 'car':8 'desert':21 'eagl':1 'find':14 'must':13 'panki':2 'sahara':20 'shark':17 'stori':5 'thought':4
268,EARLY HOME,A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback,2006,1,,6,4.99,96,27.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'amaz':4 'earli':1 'home':2 'husband':12 'mad':8 'meet':15 'must':14 'outback':20 'panorama':5 'scientist':9 'woman':17
269,EARRING INSTINCT,A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria,2006,1,,3,0.99,98,22.99,R,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'charact':5 'cow':13 'dentist':9 'earring':1 'find':16 'instinct':2 'mad':12 'must':15 'nigeria':20 'studi':6 'stun':4 'teacher':18
270,EARTH VISION,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,2006,1,,7,0.99,85,29.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'ancient':18 'butler':8 'drama':5 'earth':1 'india':19 'madman':11 'must':13 'outrac':14 'stun':4 'vision':2 'woman':16
271,EASY GLADIATOR,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,2006,1,,5,4.99,148,12.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'ancient':19 'chef':17 'easi':1 'fate':4 'girl':11 'gladiat':2 'india':20 'monkey':8 'must':13 'overcom':14 'pastri':16 'stori':5
272,EDGE KISSING,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,2006,1,,5,4.99,153,9.99,NC-17,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}","'beauti':4 'boat':22 'compos':8 'cow':12 'edg':1 'jet':21 'kiss':2 'mad':11,17 'must':14 'redeem':15 'scientist':18 'yarn':5"
273,EFFECT GLADIATOR,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,2006,1,,6,0.99,107,14.99,PG,2007-09-10 17:46:03.905795,{Commentaries},"'beauti':4 'chef':9,13 'display':5 'effect':1 'forens':18 'gladiat':2 'manhattan':22 'must':15 'outgun':16 'pastri':8,12 'penthous':23 'psychologist':19"
274,EGG IGBY,A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station,2006,1,,4,2.99,67,20.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'administr':18 'beauti':4 'boat':8 'databas':17 'documentari':5 'egg':1 'first':21 'igbi':2 'man':22 'must':14 'space':23 'station':24 'succumb':15 'sumo':11 'wrestler':12
275,EGYPT TENENBAUMS,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,2006,1,,3,0.99,85,11.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'agent':12 'amus':21 'astronaut':17 'egypt':1 'intrepid':4 'madman':8 'must':14 'outrac':15 'park':22 'secret':11 'stori':5 'tenenbaum':2
276,ELEMENT FREDDY,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,2006,1,,6,4.99,115,28.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'awe':5 'awe-inspir':4 'boat':23 'cow':19 'element':1 'freddi':2 'inspir':6 'jet':22 'kill':16 'mad':18 'must':15 'reflect':7 'squirrel':13 'waitress':10
277,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'baloon':20 'beauti':4 'eleph':1 'forens':11 'frisbe':17 'lumberjack':8 'must':14 'overcom':15 'panorama':5 'psychologist':12 'trojan':2
278,ELF MURDER,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,2006,1,,4,4.99,155,19.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':21 'action':5 'action-pack':4 'elf':1 'frisbe':10 'girl':18 'mine':22 'murder':2 'must':15 'pack':6 'reach':16 'shaft':23 'stori':7 'woman':13
279,ELIZABETH SHANE,A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan,2006,1,,7,4.99,152,11.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'ancient':19 'display':5 'dog':11 'elizabeth':1 'face':14 'japan':20 'lacklustur':4 'must':13 'shane':2 'sumo':16 'woman':8 'wrestler':17
280,EMPIRE MALKOVICH,A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House,2006,1,,7,0.99,177,26.99,G,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'abandon':19 'amaz':4 'car':16 'cat':11 'empir':1 'face':14 'feminist':8 'fun':20 'hous':21 'malkovich':2 'must':13 'stori':5
281,ENCINO ELF,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,2006,1,,6,0.99,143,9.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'astound':4 'baloon':19 'confront':14 'drama':5 'elf':2 'encino':1 'feminist':8 'husband':16 'must':13 'teacher':11
282,ENCOUNTERS CURTAIN,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,2006,1,,5,0.99,92,20.99,NC-17,2007-09-10 17:46:03.905795,{Trailers},'boat':17 'build':15 'chef':9 'curtain':2 'encount':1 'epistl':5 'insight':4 'must':14 'new':19 'orlean':20 'pastri':8 'woman':12
283,ENDING CROWDS,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,2006,1,,6,0.99,85,10.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'berlin':18 'crowd':2 'dentist':8 'display':5 'end':1 'madman':11 'must':13 'squirrel':16 'unbeliev':4 'vanquish':14
284,ENEMY ODDS,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,2006,1,,5,4.99,77,23.99,NC-17,2007-09-10 17:46:03.905795,{Trailers},'ancient':19 'astronaut':17 'enemi':1 'fanci':4 'india':20 'mad':8 'must':14 'odd':2 'panorama':5 'pursu':15 'scientist':9 'woman':12
285,ENGLISH BULWORTH,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,2006,1,,3,0.99,51,18.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}","'ancient':20 'bulworth':2 'chef':9,13 'china':21 'crocodil':18 'english':1 'epistl':5 'intrepid':4 'must':15 'pastri':8,12 'pursu':16"
286,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,1,,7,2.99,158,16.99,NC-17,2007-09-10 17:46:03.905795,{Commentaries},'agent':13 'astound':4 'boat':9 'charact':5 'cow':19 'desert':23 'enough':1 'find':16 'mad':18 'must':15 'rage':2 'sahara':22 'secret':12 'studi':6
287,ENTRAPMENT SATISFACTION,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,2006,1,,5,0.99,176,19.99,R,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':22 'cow':17 'entrap':1 'hunter':8 'mad':16 'must':13 'panorama':5 'reach':14 'satisfact':2 'teacher':11 'thought':4 'u':21 'u-boat':20
288,ESCAPE METROPOLIS,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,2006,1,,7,2.99,167,20.99,R,2007-09-10 17:46:03.905795,{Trailers},'astronaut':8 'boat':17 'escap':1 'metropoli':2 'must':14 'new':19 'orlean':20 'outgun':15 'taut':4 'technic':11 'writer':12 'yarn':5
289,EVE RESURRECTION,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,2006,1,,5,4.99,66,25.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'administr':15 'awe':5 'awe-inspir':4 'baloon':23 'challeng':18 'chef':11 'databas':14 'eve':1 'inspir':6 'must':17 'pastri':10 'resurrect':2 'teacher':20 'yarn':7
290,EVERYONE CRAFT,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,2006,1,,4,0.99,163,29.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'butler':16 'craft':2 'dentist':11 'display':5 'everyon':1 'fate':4 'must':13 'nigeria':18 'reach':14 'waitress':8
291,EVOLUTION ALTER,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,2006,1,,5,0.99,174,10.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'alter':2 'baloon':20 'charact':5 'evolut':1 'explor':17 'factori':21 'fanci':4 'feminist':9 'find':15 'madman':12 'must':14 'studi':6
292,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,1,,3,0.99,51,20.99,G,2007-09-10 17:46:03.905795,{Commentaries},'brilliant':4 'car':11 'conquer':14 'crocodil':16 'documentari':5 'eve':2 'excit':1 'monkey':8 'must':13 'shark':19 'tank':20
293,EXORCIST STING,A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin,2006,1,,6,2.99,167,17.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'berlin':20 'conquer':15 'dog':8 'drama':5 'exorcist':1 'mad':17 'must':14 'scientist':18 'sting':2 'sumo':11 'touch':4 'wrestler':12
294,EXPECATIONS NATURAL,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,2006,1,,5,4.99,138,26.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'amaz':4 'boat':22 'butler':8 'drama':5 'expec':1 'husband':11 'must':13 'natur':2 'reach':14 'shark':17 'u':21 'u-boat':20
295,EXPENDABLE STALLION,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,2006,1,,3,0.99,97,14.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'amaz':4 'boat':23 'charact':5 'cow':10 'discov':16 'expend':1 'hunter':18 'mad':9 'must':15 'squirrel':13 'stallion':2 'studi':6 'u':22 'u-boat':21
296,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,1,,5,2.99,178,23.99,R,2007-09-10 17:46:03.905795,{Trailers},"'astronaut':8 'boat':11,16 'bore':4 'california':18 'drama':5 'express':1 'face':14 'lone':2 'must':13"
297,EXTRAORDINARY CONQUERER,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,2006,1,,6,2.99,122,29.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'berlin':19 'conquer':2 'dog':8 'extraordinari':1 'face':14 'feminist':11 'forens':16 'must':13 'psychologist':17 'stori':5 'stun':4
298,EYES DRIVING,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,2006,1,,4,2.99,172,13.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'cat':8 'drive':2 'explor':16 'eye':1 'fight':14 'must':13 'outback':19 'stori':5 'thrill':4 'waitress':11
299,FACTORY DRAGON,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,2006,1,,4,0.99,144,9.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'action':5 'action-pack':4 'desert':22 'dragon':2 'escap':16 'factori':1 'frisbe':13 'lumberjack':18 'must':15 'pack':6 'saga':7 'sahara':21 'teacher':10
300,FALCON VOLUME,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,2006,1,,5,4.99,102,21.99,PG-13,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'falcon':1 'fate':4 'hunter':12 'must':14 'new':20 'orlean':21 'redeem':15 'saga':5 'shark':18 'sumo':8 'volum':2 'wrestler':9
301,FAMILY SWEET,An Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,2007-09-10 17:46:03.905795,{Trailers},'berlin':18 'boy':11 'documentari':5 'epic':4 'escap':14 'famili':1 'must':13 'sweet':2 'teacher':8 'woman':16
302,FANTASIA PARK,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,2006,1,,5,2.99,131,29.99,G,2007-09-10 17:46:03.905795,{Commentaries},'australia':20 'documentari':5 'fantasia':1 'feminist':18 'mad':8 'must':15 'outrac':16 'park':2 'scientist':9 'shark':13 'thought':4
303,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,1,,6,0.99,58,27.99,PG-13,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'agent':17 'convent':21 'fantasi':1 'monkey':11 'must':13 'mysql':20 'overcom':14 'saga':5 'secret':16 'teacher':8 'touch':4 'trooper':2
304,FARGO GANDHI,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,2006,1,,3,2.99,130,28.99,G,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'chef':9 'crocodil':12 'fargo':1 'gandhi':2 'must':14 'outback':20 'pastri':8 'reach':15 'reflect':5 'teacher':17 'thrill':4
305,FATAL HAUNTED,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,2006,1,,6,2.99,91,24.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'agent':12 'ancient':19 'beauti':4 'confront':15 'dentist':17 'drama':5 'fatal':1 'haunt':2 'japan':20 'must':14 'secret':11 'student':8
306,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,1,,3,0.99,104,12.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'australia':18 'dog':16 'feather':1 'find':14 'metal':2 'monkey':8 'must':13 'teacher':11 'thought':4 'yarn':5
307,FELLOWSHIP AUTUMN,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,2006,1,,6,4.99,77,9.99,NC-17,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'autumn':2 'baloon':19 'dentist':8 'fellowship':1 'hunter':11 'lacklustur':4 'meet':14 'must':13 'reflect':5 'teacher':16
308,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,1,,3,2.99,142,13.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4"
309,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,1,,6,0.99,98,29.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':9 'brilliant':4 'canadian':21 'chase':16 'cow':13 'databas':8 'feud':1 'frogmen':2 'mad':12 'must':15 'reflect':5 'rocki':22 'woman':18
310,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,1,,5,4.99,158,20.99,R,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}","'boat':11,16 'cat':8 'defeat':14 'empir':2 'fever':1 'gulf':19 'insight':4 'mexico':21 'must':13 'panorama':5"
311,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,1,,4,0.99,72,14.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'battl':15 'christma':2 'emot':4 'fiction':1 'mine':21 'must':14 'robot':17 'shaft':22 'shark':9 'student':12 'yarn':5
312,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,1,,4,4.99,75,20.99,R,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'bore':4 'challeng':14 'dog':11 'fiddler':1 'gulf':19 'lost':2 'madman':16 'mexico':21 'must':13 'squirrel':8 'tale':5
313,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,1,,5,4.99,118,11.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'boat':25 'chef':20 'compos':14 'devil':2 'drama':7 'fidel':1 'inspir':6 'must':16 'pastri':19 'reach':17 'technic':10 'u':24 'u-boat':23 'writer':11
314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,1,,3,0.99,91,13.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'escap':14 'fight':1 'girl':11,16 'intrepid':4 'jawbreak':2 'manhattan':19 'must':13 'panorama':5 'penthous':20 'woman':8"
315,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,1,,4,0.99,156,10.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'administr':9 'anaconda':2 'battl':15 'databas':8 'fate':4 'find':1 'girl':12 'must':14 'new':19 'orlean':20 'squirrel':17 'tale':5
316,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,1,,5,4.99,173,18.99,R,2007-09-10 17:46:03.905795,{Trailers},'documentari':5 'dog':11 'fire':1 'frisbe':8 'intrepid':4 'lumberjack':16 'must':13 'nigeria':18 'outrac':14 'wolv':2
317,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,1,,4,0.99,148,25.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5
318,FIREHOUSE VIETNAM,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,2006,1,,7,0.99,103,14.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'boat':11 'boy':14 'charact':7 'chef':20 'desert':24 'firehous':1 'inspir':6 'kill':17 'must':16 'pastri':19 'sahara':23 'studi':8 'vietnam':2
319,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,1,,4,2.99,125,22.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'astronaut':16 'australia':18 'confront':14 'display':5 'feminist':8 'fish':1 'girl':11 'must':13 'opus':2 'touch':4
320,FLAMINGOS CONNECTICUT,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,2006,1,,4,4.99,80,28.99,PG-13,2007-09-10 17:46:03.905795,{Trailers},"'cat':18 'compos':10,13 'connecticut':2 'desert':22 'fast':5 'fast-pac':4 'flamingo':1 'meet':16 'must':15 'pace':6 'reflect':7 'sahara':21"
